timestamp,temperature,humidity,pressure,anomaly_type,ml_prediction,ml_result,temperature_frozen,humidity_frozen,pressure_frozen,frozen_sensor,temp_change,humidity_change,pressure_change,parameter_behavior,weather_event_window,expected_humidity,humidity_residual,humidity_residual_abnormal,drift_evidence,humidity_drift_detected,humidity_drift_improved,pressure_spike_detected,recovery_reading,pressure_recovery,temperature_recovery,temperature_spike_detected,final_decision,alert_level,severity,confidence,explanation,affected_sensor,weather_event_recovery,humidity_residual_signed,rolling_humidity_residual,temporal_drift_detected
2026-01-01 00:00:00,30.397371322408986,72.798710873172,1009.6624108625128,Normal,1,Normal,False,False,False,False,0.0,0.0,0.0,Normal Change,Not Enough Evidence,69.39203574234418,3.4066751308278214,False,,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,3.4066751308278214,,False
2026-01-01 00:10:00,29.989481972590422,71.6490805387708,1009.9577701931718,Normal,1,Normal,False,False,False,False,-0.4078893498185643,-1.1496303344011949,0.2953593306589255,Normal Change,Not Enough Evidence,70.16687790276251,1.4822026360082958,False,,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,1.4822026360082958,,False
2026-01-01 00:20:00,30.718297541314787,69.71896731817188,1009.6638460876164,Normal,1,Normal,False,False,False,False,0.7288155687243645,-1.9301132205989262,-0.2939241055553339,Normal Change,Not Enough Evidence,68.78533145313575,0.9336358650361234,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.9336358650361234,,False
2026-01-01 00:30:00,31.518543676904606,68.10588686103247,1009.9360957853,Normal,1,Normal,False,False,False,False,0.8002461355898198,-1.6130804571394037,0.2722496976836055,Normal Change,Not Enough Evidence,67.27586037296146,0.8300264880710131,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.8300264880710131,,False
2026-01-01 00:40:00,30.212649888587894,70.59650145049405,1009.1732806930237,Normal,1,Normal,False,False,False,False,-1.3058937883167125,2.490614589461572,-0.7628150922763552,Normal Change,Not Enough Evidence,69.73510926706832,0.8613921834257212,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.8613921834257212,,False
2026-01-01 00:50:00,30.31235551525585,69.7876406092131,1010.2567343238122,Normal,1,Normal,False,False,False,False,0.09970562666795502,-0.8088608412809464,1.08345363078854,Normal Change,Not Enough Evidence,69.56023236709005,0.22740824212304744,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.22740824212304744,,False
2026-01-01 01:00:00,31.86252756599378,70.59207181287974,1010.180674612748,Normal,1,Normal,False,False,False,False,1.550172050737931,0.8044312036666383,-0.07605971106420384,Normal Change,No Consistent Weather Pattern,66.62862130511613,3.9634505077636106,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,3.9634505077636106,1.6721130076079476,False
2026-01-01 01:10:00,31.31235719473232,69.87352478054395,1009.8014939213687,Normal,1,Normal,False,False,False,False,-0.5501703712614585,-0.7185470323357919,-0.3791806913793607,Normal Change,No Consistent Weather Pattern,67.663971105944,2.2095536745999453,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,2.2095536745999453,1.501095656718251,False
2026-01-01 01:20:00,30.4218020865022,70.50434224013836,1010.5696063872361,Normal,1,Normal,False,False,False,False,-0.8905551082301209,0.6308174595944109,0.7681124658674889,Normal Change,No Consistent Weather Pattern,69.35725288218859,1.147089357949767,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,1.147089357949767,1.4532223312813184,False
2026-01-01 01:30:00,31.330082233131836,67.13746118035274,1010.7386898917271,Normal,1,Normal,False,False,False,False,0.908280146629636,-3.3668810597856123,0.16908350449091358,Normal Change,No Consistent Weather Pattern,67.6422427924221,0.5047816120693511,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-0.5047816120693511,1.2477341202662504,False
2026-01-01 01:40:00,30.623593527437524,70.64613276789366,1009.4960191163046,Normal,1,Normal,False,False,False,False,-0.7064887056943121,3.508671587540917,-1.2426707754224253,Normal Change,No Consistent Weather Pattern,68.96226297633945,1.6838697915542156,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,1.6838697915542156,1.3697117350495651,False
2026-01-01 01:50:00,30.7196388478368,68.2107539079988,1009.9483008450774,Normal,1,Normal,False,False,False,False,0.09604532039927705,-2.4353788598948682,0.4522817287727321,Normal Change,No Consistent Weather Pattern,68.78637154842681,0.5756176404280211,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-0.5756176404280211,1.1644246173561734,False
2026-01-01 02:00:00,31.383249687421703,71.77116200491278,1009.9749232132591,Normal,1,Normal,False,False,False,False,0.6636108395849014,3.5604080969139886,0.02662236818173369,Normal Change,No Consistent Weather Pattern,67.53212652985371,4.239035475059069,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,4.239035475059069,1.7375142220613193,False
2026-01-01 02:10:00,29.756036084722815,66.04830380292276,1009.9193379702455,Normal,1,Normal,False,False,False,False,-1.6272136026988875,-5.722858201990022,-0.05558524301363832,Normal Change,No Consistent Weather Pattern,70.60773245243803,4.559428649515269,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-4.559428649515269,0.5199600567357651,False
2026-01-01 02:20:00,30.00319074695638,70.70567758039688,1010.8337830678119,Normal,1,Normal,False,False,False,False,0.24715466223356586,4.65737377747412,0.9144450975663858,Normal Change,No Consistent Weather Pattern,70.15197334490935,0.5537042354875297,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.5537042354875297,0.2834101368625629,False
2026-01-01 02:30:00,31.02920538243999,67.43775075525976,1010.3518467153566,Normal,1,Normal,False,False,False,False,1.0260146354836088,-3.267926825137124,-0.48193635245525,Normal Change,No Consistent Weather Pattern,68.20619807836081,0.7684473231010571,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-0.7684473231010571,0.009762039569588004,False
2026-01-01 02:40:00,30.76408812306261,65.54845795411082,1010.3461715364948,Normal,1,Normal,False,False,False,False,-0.26511725937738007,-1.8892928011489403,-0.005675178861793029,Normal Change,No Consistent Weather Pattern,68.70734026149171,3.1588823073808925,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-3.1588823073808925,-0.36939520261777503,False
2026-01-01 02:50:00,31.920437517397122,65.69414902924956,1009.5061190090289,Normal,1,Normal,False,False,False,False,1.1563493943345122,0.14569107513874258,-0.8400525274659003,Normal Change,No Consistent Weather Pattern,66.51066065753946,0.8165116282899021,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-0.8165116282899021,-0.7265925483097918,False
2026-01-01 03:00:00,31.03663809213972,65.83319067849799,1010.8553295340624,Normal,1,Normal,False,False,False,False,-0.8837994252574006,0.13904164924842632,1.3492105250335271,Normal Change,No Consistent Weather Pattern,68.19847556433261,2.365284885834626,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-2.365284885834626,-0.9822592976535925,False
2026-01-01 03:10:00,30.726525480820225,67.13559500902691,1009.9475077799689,Normal,1,Normal,False,False,False,False,-0.3101126113194965,1.3024043305289297,-0.9078217540935611,Normal Change,No Consistent Weather Pattern,68.77334215634966,1.6377471473227416,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-1.6377471473227416,-1.8217996722795655,False
2026-01-01 03:20:00,33.121454536505844,67.14779993333379,1010.6265629241457,Normal,1,Normal,False,False,False,False,2.394929055685619,0.01220492430687159,0.6790551441768002,Normal Change,No Consistent Weather Pattern,64.25418074736102,2.893619185972767,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,2.893619185972767,-0.7570785529241318,False
2026-01-01 03:30:00,31.86010045085037,64.77115700964364,1010.7646849309482,Normal,1,Normal,False,False,False,False,-1.2613540856554728,-2.3766429236901416,0.13812200680251863,Normal Change,No Consistent Weather Pattern,66.6405514492792,1.8693944396355562,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-1.8693944396355562,-1.103235506513144,False
2026-01-01 03:40:00,32.185712128553476,65.68791168587175,1011.3356628883352,Normal,1,Normal,False,False,False,False,0.3256116777031046,0.9167546762281091,0.5709779573869582,Normal Change,No Consistent Weather Pattern,66.03214886032336,0.3442371744516066,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-0.3442371744516066,-1.0426340567060797,False
2026-01-01 03:50:00,31.08200473419302,69.84093415089615,1010.0301948552286,Normal,1,Normal,False,False,False,False,-1.1037073943604554,4.153022465024392,-1.3054680331065356,Normal Change,No Consistent Weather Pattern,68.10233555480148,1.7385985960946613,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,1.7385985960946613,-0.34299392763814346,False
2026-01-01 04:00:00,31.875520350221112,68.8330332805189,1009.2040518441909,Normal,1,Normal,False,False,False,False,0.7935156160280918,-1.0079008703772416,-0.8261430110377432,Normal Change,No Consistent Weather Pattern,66.59178085744266,2.241252423076247,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,2.241252423076247,0.09382950827130644,False
2026-01-01 04:10:00,32.488061617013365,66.07400024885712,1010.8348640386203,Normal,1,Normal,False,False,False,False,0.6125412667922525,-2.7590330316617866,1.6308121944293816,Normal Change,No Consistent Weather Pattern,65.45425094722528,0.6197493016318418,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.6197493016318418,0.520262963623659,False
2026-01-01 04:20:00,31.565864079070714,65.10268907431929,1011.6722517590249,Normal,1,Normal,False,False,False,False,-0.922197537942651,-0.9713111745378313,0.8373877204046494,Normal Change,No Consistent Weather Pattern,67.20822471209264,2.1055356377733574,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-2.1055356377733574,0.45343603641642816,False
2026-01-01 04:30:00,32.873556128844605,65.09406722510039,1011.4204488931631,Normal,1,Normal,False,False,False,False,1.307692049773891,-0.008621849218897637,-0.251802865861805,Normal Change,No Consistent Weather Pattern,64.73282137251478,0.36124585258561126,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,0.36124585258561126,0.09166841736112019,False
2026-01-01 04:40:00,32.177794309260726,65.91042542306928,1010.9347047154174,Normal,1,Normal,False,False,False,False,-0.6957618195838791,0.8163581979688956,-0.485744177745687,Normal Change,No Consistent Weather Pattern,66.04207732911266,0.1316519060433734,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-0.1316519060433734,0.33991735073143203,False
2026-01-01 04:50:00,32.509192392031665,62.46932008587061,1010.6128730530199,Normal,1,Normal,False,False,False,False,0.33139808277093863,-3.441105337198671,-0.3218316623974715,Normal Change,No Consistent Weather Pattern,65.41151182197763,2.942191736107013,False,0.0,False,False,False,False,False,False,False,Normal,Normal,None,0.99,All monitored parameters remain within the learned normal operating pattern.,None,False,-2.942191736107013,-0.03121901521934031,False
